scannedChannels,nodeID,channels,slots,scanPeriod,syncTime,cpuActiveTime,LPMTIme,DLPMTime,ASN,timeElapsedSinceReceptionSlotStartTime
16 12 17 21 17 20 19 16 11 11 11 19 12 14 13 15 12 20 19 18 14 20 12 20 22 13 22 17 17 16 20 21 16 20 18 22 19 11 16 21 14 20 20 11 13 14 17 15 12 21 13 22 13 11 12 21 15 17 14 18 21 20 11 13 14 16 12 20 11 20 ,6,12,101,0.500000,35.068145,0.865356,34.202819,0.000000,66963,0.004150
11 14 14 15 21 21 ,6,12,101,0.500000,2.578369,0.070098,2.508300,0.000000,67266,0.005432
20 14 16 22 21 22 18 12 11 21 20 13 22 20 20 13 21 14 11 13 14 13 12 17 20 13 18 19 16 12 16 20 11 16 ,6,12,101,0.500000,17.258056,0.440307,16.817779,0.000000,69084,0.005157
14 22 16 15 21 16 21 13 16 19 21 16 20 16 13 14 16 12 12 14 12 17 19 21 22 20 14 12 14 11 22 22 16 20 14 17 20 20 21 13 15 20 17 14 11 20 13 22 17 16 19 20 22 11 12 16 22 16 19 16 20 21 14 16 14 20 15 ,6,12,101,0.500000,33.976837,0.814392,33.162445,0.000000,72518,0.008972
17 13 12 17 16 11 14 22 16 16 21 16 13 12 13 17 21 20 14 11 20 17 17 11 20 21 22 12 21 14 16 12 14 22 18 12 18 21 16 16 21 18 20 12 11 21 15 13 17 15 16 17 16 15 21 11 20 13 21 21 22 12 11 12 20 21 11 12 16 19 16 18 15 13 12 11 20 16 16 14 ,6,12,101,0.500000,40.304962,0.839447,39.465515,0.000000,76558,0.007476
20 19 14 15 14 22 22 14 18 13 14 19 21 11 ,6,12,101,0.500000,6.929962,0.145507,6.784454,0.000000,77265,0.007812
16 14 12 21 18 21 14 17 17 17 21 19 12 22 21 22 21 12 20 19 20 18 20 19 17 12 13 12 14 12 16 20 21 16 18 18 12 20 14 22 17 22 11 22 15 20 17 16 15 12 15 11 16 22 21 12 ,6,12,101,0.500000,28.008087,0.589752,27.418365,0.000000,80093,0.009094
17 19 11 20 22 ,6,12,101,0.500000,2.298522,0.060882,2.237609,0.000000,80396,0.003875
20 15 12 11 17 13 14 12 14 12 16 19 11 11 14 14 16 11 19 12 16 15 11 19 18 11 20 22 22 18 11 11 20 16 13 11 19 12 14 12 22 20 15 21 16 17 11 11 19 21 21 18 16 17 ,6,12,101,0.500000,27.226837,0.619262,26.607574,0.000000,83123,0.006072
18 18 16 16 14 12 16 12 20 20 12 15 13 21 11 20 ,6,12,101,0.500000,7.789306,0.194213,7.595092,0.000000,83931,0.004211
12 11 19 20 11 11 21 12 12 16 20 16 15 ,6,12,101,0.500000,6.578369,0.167449,6.410919,0.000000,84638,0.004516
11 12 15 20 21 16 19 16 14 15 14 16 21 16 17 22 16 17 22 11 12 17 19 21 20 21 16 20 21 11 15 13 14 17 13 15 16 19 16 16 11 19 19 20 20 21 16 20 22 20 17 18 22 19 20 12 18 16 14 21 14 11 12 19 19 14 18 20 16 21 16 20 15 13 12 18 20 19 18 22 20 16 13 17 18 20 21 20 14 18 14 14 12 16 21 19 11 21 13 12 18 12 15 15 21 20 20 13 15 19 21 13 20 13 ,6,12,101,0.500000,57.595123,1.434173,56.160949,0.000000,90496,0.003875
13 21 14 20 16 11 20 20 18 14 12 16 14 12 16 20 17 12 14 22 13 14 21 18 11 13 16 15 12 20 20 12 19 19 16 12 11 15 21 19 20 16 14 19 22 11 11 21 20 11 14 20 17 19 16 20 14 16 15 18 12 18 20 22 14 18 22 21 18 20 16 14 13 16 21 22 11 16 ,6,12,101,0.500000,39.437774,0.986602,38.451171,0.000000,94536,0.009155
21 16 15 16 22 16 18 17 17 19 ,6,12,101,0.500000,4.601837,0.105773,4.496063,0.000000,95041,0.006072
16 22 11 13 22 21 22 20 12 17 20 12 17 14 14 21 17 19 15 17 21 16 14 22 17 12 12 16 22 16 22 12 11 12 20 11 12 16 17 15 22 12 21 18 13 16 11 17 16 14 16 12 22 13 ,6,12,101,0.500000,27.203399,0.567901,26.635498,0.000000,97768,0.009521
17 18 22 20 12 14 11 12 16 20 13 17 18 12 12 17 22 20 14 13 21 12 14 15 13 15 11 15 ,6,12,101,0.500000,13.743957,0.292053,13.451904,0.000000,99182,0.003906
21 12 12 12 18 15 16 14 11 15 11 16 21 12 11 12 11 15 20 21 18 21 22 15 11 19 18 21 12 ,6,12,101,0.500000,14.633087,0.311889,14.321197,0.000000,100697,0.008636
22 20 16 19 14 15 12 16 15 15 11 20 18 15 20 18 14 11 20 18 12 16 13 14 21 16 18 11 21 14 20 19 16 18 12 11 20 16 15 14 11 12 16 21 21 14 19 17 20 17 19 11 19 22 19 13 12 15 11 14 20 17 17 11 14 21 20 12 14 15 14 22 21 11 17 13 16 21 16 22 22 12 12 19 14 17 21 13 15 13 15 14 19 16 11 20 12 18 16 20 19 11 22 18 17 12 16 16 11 12 22 17 15 19 11 20 13 19 16 11 11 17 16 19 18 19 ,6,12,101,0.500000,63.757995,1.478607,62.279418,0.000000,107161,0.009460
22 20 12 19 12 18 12 15 20 15 11 20 21 16 16 16 18 17 12 20 14 16 15 17 12 13 20 16 14 15 17 20 11 19 16 16 21 16 16 21 20 20 15 13 12 21 17 14 21 14 17 15 22 12 20 22 11 19 17 17 16 12 18 16 19 14 19 20 22 ,6,12,101,0.500000,34.578948,0.866455,33.712524,0.000000,110696,0.003875
