scannedChannels,nodeID,channels,slots,scanPeriod,syncTime,cpuActiveTime,LPMTIme,DLPMTime,ASN,timeElapsedSinceReceptionSlotStartTime
25 19 20 23 18 16 24 15 26 22 22 13 14 23 13 25 24 14 25 24 14 20 25 24 21 15 19 23 21 11 17 22 22 18 26 21 11 17 13 25 16 19 23 13 20 14 23 22 13 25 24 11 ,5,16,101,1.587596,82.545104,1.870239,80.674896,0.000000,84537,0.008239
13 20 12 17 21 17 22 13 23 18 24 11 17 18 19 23 18 26 22 22 22 14 20 25 16 16 19 12 15 16 26 13 20 23 ,5,16,101,1.587596,53.063018,1.211639,51.851379,0.000000,89890,0.009796
19 12 14 12 14 23 13 12 17 18 18 16 24 15 26 13 12 11 11 17 21 15 26 13 ,5,16,101,1.587596,37.219177,0.843017,36.376190,0.000000,93627,0.007202
11 14 20 20 25 26 21 17 13 25 ,5,16,101,1.587596,15.000335,0.340728,14.659606,0.000000,95142,0.005737
26 18 26 21 15 24 17 13 20 25 26 22 18 20 25 19 12 15 16 24 11 17 18 19 12 14 25 26 21 11 15 19 23 18 24 17 12 15 19 12 15 19 25 24 14 12 17 22 18 19 23 22 19 12 17 13 25 16 26 13 25 24 15 26 18 16 26 22 13 25 16 19 20 25 16 19 23 21 15 20 25 24 14 12 14 12 14 12 14 12 17 13 23 13 20 12 17 22 13 12 11 11 11 11 11 15 24 14 23 22 22 21 14 25 24 17 18 ,5,16,101,1.587596,185.954284,4.224029,181.730285,0.000000,113827,0.008422
16 24 17 21 15 16 ,5,16,101,1.587596,8.586242,0.203521,8.382720,0.000000,114736,0.004455
16 19 12 15 16 19 ,5,16,101,1.587596,8.048461,0.181030,7.867431,0.000000,115544,0.003906
14 ,5,16,101,1.587596,0.469024,0.018463,0.450531,0.000000,115645,0.008209
21 11 15 16 16 16 19 12 17 18 19 12 11 17 13 20 20 23 18 ,5,16,101,1.587596,29.609771,0.680603,28.929168,0.000000,118675,0.005279
16 12 15 19 25 ,5,16,101,1.587596,6.539367,0.155853,6.383483,0.000000,119382,0.005676
20 12 17 18 16 24 15 24 17 13 12 17 13 25 21 15 26 13 20 20 20 20 12 17 22 22 18 19 12 15 16 26 18 16 16 16 26 22 21 17 ,5,16,101,1.587596,63.078674,1.435058,61.643615,0.000000,125745,0.008819
22 13 23 18 26 13 20 23 ,5,16,101,1.587596,12.515930,0.291748,12.224182,0.000000,127058,0.003906
16 26 21 11 15 ,5,16,101,1.587596,6.711212,0.157928,6.553314,0.000000,127765,0.004302
17 21 14 19 23 18 24 15 24 15 26 21 ,5,16,101,1.587596,17.765991,0.408721,17.357269,0.000000,129583,0.004119
20 12 15 25 26 18 26 18 24 14 20 25 26 13 20 25 16 19 25 19 12 11 11 17 22 21 11 11 17 18 20 12 15 26 13 20 23 13 20 12 ,5,16,101,1.587596,63.391174,1.438354,61.952850,0.000000,135946,0.007293
23 13 12 15 24 15 16 18 16 24 14 23 22 13 23 ,5,16,101,1.587596,23.492553,0.541595,22.950958,0.000000,138370,0.009613
15 16 24 14 23 22 20 20 25 16 16 24 14 12 17 18 24 15 16 16 24 17 ,5,16,101,1.587596,34.891326,0.801849,34.089447,0.000000,141905,0.003875
19 20 21 15 19 25 19 23 21 17 ,5,16,101,1.587596,16.015960,0.363128,15.652832,0.000000,143521,0.007751
24 11 11 15 24 12 17 13 25 26 18 19 25 19 23 18 ,5,16,101,1.587596,25.492553,0.587738,24.904846,0.000000,146147,0.005737
