scannedChannels,nodeID,channels,slots,scanPeriod,syncTime,cpuActiveTime,LPMTIme,DLPMTime,ASN,timeElapsedSinceReceptionSlotStartTime
14 13 13 14 12 ,12,4,101,0.500000,2.068176,0.043792,2.024383,0.000000,157055,0.008026
12 11 14 11 13 14 11 13 13 12 12 13 11 11 11 11 ,12,4,101,0.500000,8.117462,0.183715,7.933746,0.000000,157964,0.003936
12 12 11 12 12 ,12,4,101,0.500000,2.226837,0.065612,2.161193,0.000000,158267,0.005218
11 ,12,4,101,0.500000,0.305725,0.018463,0.287261,0.000000,158368,0.003875
14 13 ,12,4,101,0.500000,0.601806,0.020751,0.581054,0.000000,158469,0.008666
11 11 11 12 13 12 12 14 14 13 13 14 11 12 14 14 12 12 12 12 13 14 12 14 12 11 12 ,12,4,101,0.500000,13.312744,0.339935,12.972839,0.000000,159883,0.009368
14 12 11 13 ,12,4,101,0.500000,1.765869,0.047210,1.718688,0.000000,160085,0.005004
11 11 14 13 12 13 14 11 14 14 ,12,4,101,0.500000,4.679962,0.103179,4.576782,0.000000,160590,0.009735
14 11 11 14 13 14 13 13 11 12 14 11 12 13 12 11 14 14 13 13 ,12,4,101,0.500000,10.125274,0.236511,9.888763,0.000000,161701,0.009155
13 14 ,12,4,101,0.500000,0.984619,0.024383,0.960235,0.000000,161802,0.006988
11 11 14 11 12 14 11 13 11 13 12 11 12 13 13 14 13 13 12 12 11 14 12 13 14 13 13 13 11 13 11 14 14 13 14 11 12 11 14 ,12,4,101,0.500000,19.361083,0.467590,18.893493,0.000000,163822,0.003875
13 14 12 13 14 14 13 14 11 14 11 14 13 11 14 14 11 11 14 13 ,12,4,101,0.500000,10.125274,0.242889,9.882354,0.000000,164933,0.009674
14 ,12,4,101,0.500000,0.054931,0.015228,0.039703,0.000000,165034,0.007507
12 ,12,4,101,0.500000,0.195556,0.016632,0.178955,0.000000,165135,0.005310
12 14 12 14 ,12,4,101,0.500000,2.023681,0.064514,1.959197,0.000000,165438,0.006561
13 14 13 13 13 ,12,4,101,0.500000,2.054931,0.064666,1.990295,0.000000,165741,0.007843
12 12 14 14 12 13 14 14 12 12 14 13 14 12 13 11 13 14 ,12,4,101,0.500000,8.758087,0.205810,8.552276,0.000000,166650,0.003906
13 13 13 14 14 12 13 11 14 12 ,12,4,101,0.500000,4.812774,0.103240,4.709533,0.000000,167155,0.008544
12 13 11 11 14 14 12 12 13 14 13 ,12,4,101,0.500000,5.524291,0.135437,5.388885,0.000000,167761,0.003875
14 12 13 14 13 12 11 14 14 14 12 14 13 13 11 11 13 13 13 11 14 11 ,12,4,101,0.500000,11.024871,0.273529,10.751342,0.000000,168872,0.003875
12 13 14 11 13 14 12 13 12 11 11 13 13 11 11 14 11 14 11 11 12 11 14 11 ,12,4,101,0.500000,12.078399,0.262695,11.815704,0.000000,170084,0.007781
14 14 12 13 12 ,12,4,101,0.500000,2.078399,0.060485,2.017883,0.000000,170387,0.009063
11 12 12 13 11 14 11 12 12 13 12 13 13 11 11 14 13 14 13 12 14 11 14 14 13 11 12 13 14 12 ,12,4,101,0.500000,15.211181,0.387054,14.824157,0.000000,172003,0.005401
13 13 13 11 11 11 13 11 11 12 12 14 12 13 11 13 12 13 12 14 11 11 13 12 12 13 14 14 13 12 13 13 11 12 11 14 14 14 ,12,4,101,0.500000,18.969879,0.429412,18.540496,0.000000,173922,0.003875
14 13 13 14 11 12 12 13 14 11 14 11 13 12 12 14 13 14 11 12 14 14 13 13 11 12 11 14 14 14 11 14 ,12,4,101,0.500000,16.062774,0.366668,15.696105,0.000000,175538,0.007171
14 12 11 12 13 14 11 13 11 12 13 12 14 11 12 12 11 12 14 11 14 11 11 13 11 12 12 11 14 13 14 11 14 12 14 11 12 13 14 14 11 13 11 ,12,4,101,0.500000,21.758117,0.525207,21.232910,0.000000,177760,0.006103
14 13 11 12 11 13 13 13 11 14 14 12 13 11 11 12 11 12 14 ,12,4,101,0.500000,9.414337,0.216217,9.198120,0.000000,178770,0.007659
11 11 13 13 14 11 12 12 11 11 12 14 13 12 13 11 13 14 12 12 12 14 14 11 13 11 11 12 12 12 11 13 11 11 11 11 13 12 14 12 13 12 ,12,4,101,0.500000,21.195617,0.490997,20.704589,0.000000,180891,0.008758
13 12 12 11 13 12 11 11 13 13 12 13 ,12,4,101,0.500000,5.906890,0.138458,5.768463,0.000000,181497,0.003875
11 13 13 11 13 11 11 14 13 14 14 12 14 11 14 14 12 13 14 14 12 14 13 ,12,4,101,0.500000,11.234619,0.289489,10.945159,0.000000,182709,0.008575
14 14 ,12,4,101,0.500000,0.937744,0.021820,0.915954,0.000000,182810,0.006378
13 12 12 13 14 13 13 14 14 14 11 ,12,4,101,0.500000,5.195587,0.120056,5.075531,0.000000,183416,0.008941
11 13 12 12 12 13 13 13 13 ,12,4,101,0.500000,4.140869,0.107269,4.033599,0.000000,183921,0.005828
11 13 12 14 12 13 14 13 14 12 14 14 12 11 12 12 11 14 ,12,4,101,0.500000,9.000244,0.222106,8.778167,0.000000,184830,0.009613
13 13 13 13 13 12 13 12 13 11 14 14 11 12 11 14 14 12 11 11 14 11 12 12 11 14 14 13 13 ,12,4,101,0.500000,14.726837,0.332061,14.394775,0.000000,186345,0.008148
13 14 ,12,4,101,0.500000,0.734649,0.020416,0.714233,0.000000,186446,0.005981
13 13 11 14 14 11 12 13 11 13 12 13 14 11 12 11 11 13 13 14 13 13 11 11 13 13 11 ,12,4,101,0.500000,13.609619,0.341857,13.267791,0.000000,187860,0.006683
11 14 13 14 14 12 12 14 14 14 12 13 12 ,12,4,101,0.500000,6.219024,0.143096,6.075927,0.000000,188567,0.007049
13 11 ,12,4,101,0.500000,0.914337,0.020416,0.893920,0.000000,188668,0.004882
14 13 14 ,12,4,101,0.500000,1.172058,0.036865,1.135192,0.000000,188870,0.008300
12 13 12 11 13 ,12,4,101,0.500000,2.508087,0.065124,2.442932,0.000000,189173,0.009582
12 13 14 11 11 ,12,4,101,0.500000,2.243286,0.066772,2.176544,0.000000,189476,0.003875
14 14 14 13 11 14 12 11 ,12,4,101,0.500000,3.703369,0.095886,3.607513,0.000000,189880,0.009979
11 12 14 ,12,4,101,0.500000,1.484527,0.044189,1.440368,0.000000,190082,0.005584
13 11 11 11 ,12,4,101,0.500000,1.640869,0.046051,1.594848,0.000000,190284,0.009033
12 11 14 ,12,4,101,0.500000,1.429931,0.043792,1.386169,0.000000,190486,0.004669
12 11 13 11 ,12,4,101,0.500000,1.929901,0.047271,1.882659,0.000000,190688,0.008087
14 12 13 11 11 12 14 11 11 11 12 11 13 12 14 12 14 11 14 14 11 11 14 14 12 12 14 12 14 12 13 14 13 ,12,4,101,0.500000,16.501800,0.380798,16.121002,0.000000,192405,0.003875
13 13 14 13 14 14 12 13 14 14 14 13 13 13 12 13 12 12 14 13 14 14 13 13 14 12 12 13 12 14 11 12 13 14 11 14 14 11 13 ,12,4,101,0.500000,19.312683,0.453338,18.859375,0.000000,194425,0.005523
11 11 14 11 11 ,12,4,101,0.500000,2.164306,0.065032,2.099273,0.000000,194728,0.006805
