scannedChannels,nodeID,channels,slots,scanPeriod,syncTime,cpuActiveTime,LPMTIme,DLPMTime,ASN,timeElapsedSinceReceptionSlotStartTime
16 17 16 17 14 18 13 15 12 11 14 11 14 12 18 18 18 18 18 11 17 15 13 16 15 12 12 11 17 15 11 16 16 14 12 13 ,10,8,101,1.587596,56.302001,1.275543,55.026458,0.000000,70397,0.004364
15 11 15 13 15 12 11 13 14 12 18 12 18 12 12 18 13 16 15 13 16 15 13 15 13 ,10,8,101,1.587596,39.805603,0.912200,38.893402,0.000000,74437,0.003875
18 18 12 13 16 16 15 12 ,10,8,101,1.587596,12.015777,0.274047,11.741729,0.000000,75649,0.007904
15 11 15 12 18 18 12 13 ,10,8,101,1.587596,12.062652,0.277923,11.784729,0.000000,76861,0.005065
15 ,10,8,101,1.587596,0.996765,0.023071,0.973724,0.000000,76962,0.003875
15 13 16 14 13 ,10,8,101,1.587596,6.516448,0.155792,6.360687,0.000000,77669,0.003875
14 12 13 15 13 ,10,8,101,1.587596,7.218933,0.176879,7.042083,0.000000,78477,0.009185
14 13 17 17 ,10,8,101,1.587596,5.034973,0.112854,4.922119,0.000000,78982,0.006072
16 14 13 14 ,10,8,101,1.587596,5.461151,0.132843,5.328308,0.000000,79588,0.008575
16 14 11 15 13 14 18 12 13 15 18 13 17 16 17 17 16 14 11 16 14 18 18 13 16 16 15 13 14 12 13 17 16 ,10,8,101,1.587596,51.952911,1.185668,50.767242,0.000000,84840,0.004302
17 14 ,10,8,101,1.587596,3.133544,0.084442,3.049102,0.000000,85244,0.003875
12 11 ,10,8,101,1.587596,2.656494,0.066711,2.589782,0.000000,85547,0.004669
15 12 18 18 18 13 14 18 18 12 11 16 15 13 16 17 14 12 11 15 18 18 12 13 15 12 13 16 15 11 ,10,8,101,1.587596,47.562225,1.091033,46.471221,0.000000,90395,0.009124
16 ,10,8,101,1.587596,0.531494,0.018829,0.512664,0.000000,90496,0.006927
15 18 ,10,8,101,1.587596,3.000244,0.069122,2.931121,0.000000,90799,0.008148
17 17 16 17 17 15 12 ,10,8,101,1.587596,10.015808,0.227935,9.787841,0.000000,91809,0.009704
12 13 ,10,8,101,1.587596,3.187744,0.084381,3.103363,0.000000,92213,0.008819
12 11 16 16 16 17 14 ,10,8,101,1.587596,10.453277,0.246612,10.206695,0.000000,93324,0.008209
18 18 18 18 13 16 17 16 16 17 15 11 ,10,8,101,1.587596,19.125091,0.434692,18.690399,0.000000,95243,0.003662
16 ,10,8,101,1.587596,0.078704,0.015563,0.063140,0.000000,95344,0.003875
17 15 ,10,8,101,1.587596,1.984619,0.046356,1.938262,0.000000,95546,0.007019
16 15 17 14 12 13 17 17 ,10,8,101,1.587596,11.257995,0.269195,10.988800,0.000000,96758,0.004302
13 15 13 17 17 ,10,8,101,1.587596,7.439239,0.177642,7.261566,0.000000,97566,0.003906
11 14 12 12 11 14 18 12 18 11 15 12 13 15 12 12 12 16 15 12 13 14 18 13 17 ,10,8,101,1.587596,39.570129,0.907806,38.662322,0.000000,101606,0.008666
13 16 17 15 11 15 13 17 17 17 14 11 17 16 14 12 13 17 17 16 16 17 15 ,10,8,101,1.587596,35.867126,0.824096,35.043029,0.000000,105242,0.008117
15 12 11 17 17 15 18 18 12 11 17 15 13 17 17 14 11 16 16 ,10,8,101,1.587596,29.984375,0.684356,29.300018,0.000000,108272,0.005065
12 11 17 16 16 ,10,8,101,1.587596,7.430480,0.177856,7.252624,0.000000,109080,0.003875
11 17 15 11 ,10,8,101,1.587596,6.242675,0.151763,6.090911,0.000000,109787,0.003875
12 13 ,10,8,101,1.587596,1.898620,0.045349,1.853240,0.000000,109989,0.007049
18 12 12 11 17 15 18 ,10,8,101,1.587596,10.000183,0.230255,9.769958,0.000000,110999,0.008575
16 14 13 17 14 13 16 17 15 12 11 14 12 18 18 13 17 14 11 14 12 11 17 17 14 11 15 11 ,10,8,101,1.587596,44.054473,1.002105,43.052368,0.000000,115443,0.006195
15 12 13 15 12 11 15 11 16 15 12 18 13 15 18 18 13 15 12 13 16 ,10,8,101,1.587596,33.203094,0.758789,32.444305,0.000000,118776,0.004364
14 11 17 14 11 15 ,10,8,101,1.587596,9.539245,0.224884,9.314361,0.000000,119786,0.005950
16 15 12 13 17 15 18 13 17 16 15 12 ,10,8,101,1.587596,18.828552,0.434387,18.394165,0.000000,121705,0.003875
