nodeID,channel,ASN
4,12,4343
4,11,4444
4,14,6262
4,13,7373
4,12,7575
4,14,7878
4,11,8080
4,13,8181
4,11,8888
4,14,9090
4,14,9494
4,14,9898
4,14,10302
4,13,11009
4,12,11211
4,11,11716
4,13,12221
4,14,12322
4,12,12423
4,13,12625
4,12,12827
4,13,13433
4,14,14342
4,12,14847
4,14,15150
4,13,15453
4,11,15756
4,13,17069
4,14,17170
4,12,17271
4,11,17372
4,11,18180
4,12,18483
4,13,19089
4,14,19190
4,13,20301
4,11,21008
4,11,21412
4,13,21917
4,11,22220
4,11,22624
4,14,22826
4,13,23129
4,12,23331
4,11,23432
4,12,23735
4,12,24139
4,12,24947
4,11,25048
4,14,25250
4,11,25856
4,12,26159
4,11,26260
4,11,27472
4,11,27876
4,13,27977
4,12,28179
4,14,28482
4,11,28684
4,12,28987
4,14,29694
4,12,29795
4,14,30098
4,11,30300
4,14,30502
4,12,31007
4,11,31916
4,14,32522
4,12,32623
4,12,33027
4,12,35451
4,11,35956
4,14,36158
4,12,36259
4,13,36865
4,14,37370
4,12,37471
4,13,37673
4,12,37875
4,11,38380
4,11,38784
4,11,39592
4,13,39693
4,11,39996
4,13,40501
4,14,41006
4,11,41208
4,13,41309
4,14,42218
4,14,42622
4,11,42824
4,13,42925
4,11,43632
4,14,43834
4,12,44743
4,11,45248
4,14,45450
4,11,45652
4,11,46056
4,12,46359
4,11,46460
4,13,48177
4,13,50601
4,11,50904
4,12,51207
4,12,52015
4,12,52419
4,11,52520
4,13,52621
4,14,53126
4,12,53227
4,11,53328
4,13,53429
4,11,53732
4,14,53934
4,13,54237
4,12,54439
4,13,54641
4,13,55045
4,11,55348
4,13,55853
4,14,55954
4,12,56055
4,11,56156
4,13,56661
4,14,56762
4,12,56863
4,14,57166
4,13,57469
4,12,57671
4,14,58378
4,12,58883
4,13,59893
4,12,60499
4,12,61307
4,11,61408
4,12,62923
4,13,63529
4,13,64337
4,14,64438
4,12,64943
4,11,65044
4,12,65347
4,11,65448
4,14,65650
4,11,65852
4,12,66155
4,11,66256
4,11,66660
4,14,67670
4,11,68680
4,14,68882
4,14,69286
4,12,69387
4,12,70195
4,11,70296
4,14,70498
4,12,70599
4,12,71407
4,13,71609
4,14,72518
4,11,72720
4,13,73225
4,12,73427
4,11,73528
4,11,74336
4,12,74639
4,12,75447
4,11,75548
4,13,75649
4,13,76053
4,14,76154
4,11,76760
