scannedChannels,nodeID,channels,slots,scanPeriod,syncTime,cpuActiveTime,LPMTIme,DLPMTime,ASN,timeElapsedSinceReceptionSlotStartTime
12 11 17 20 20 18 12 14 13 15 21 15 21 19 21 13 18 11 19 13 17 19 14 17 13 14 16 17 16 12 17 19 18 14 11 17 22 19 13 13 22 13 11 15 13 12 20 22 18 16 22 12 15 22 18 18 14 17 22 17 19 14 15 15 12 19 12 15 18 11 19 12 19 20 19 17 12 11 16 16 15 22 22 18 12 19 22 20 19 18 16 22 14 12 16 11 18 14 18 16 15 11 18 13 22 11 11 15 14 16 21 15 16 14 18 22 11 17 19 19 11 13 13 14 14 15 ,10,12,101,0.500000,63.489440,1.468048,62.021392,0.000000,72518,0.005432
18 18 ,10,12,101,0.500000,0.907104,0.021301,0.885803,0.000000,72619,0.003875
17 11 18 14 13 21 22 12 12 11 19 ,10,12,101,0.500000,5.258026,0.133117,5.124908,0.000000,73225,0.005767
14 22 13 19 17 22 20 19 20 13 18 20 18 18 15 15 18 15 19 21 14 14 17 22 12 15 19 13 17 21 22 21 12 20 19 11 22 14 17 17 13 19 22 16 20 12 18 18 22 21 19 15 13 ,10,12,101,0.500000,26.734375,0.622528,26.111877,0.000000,75952,0.009277
13 17 21 13 13 22 16 ,10,12,101,0.500000,3.336151,0.087341,3.248840,0.000000,76356,0.008331
22 19 17 12 14 18 19 14 15 13 12 11 13 20 18 17 21 21 18 12 22 11 21 12 15 16 17 21 17 14 13 15 13 21 21 ,10,12,101,0.500000,17.718841,0.412933,17.305908,0.000000,78175,0.013702
21 17 19 15 20 19 13 15 12 15 17 13 21 15 17 20 12 15 13 12 13 12 15 14 16 16 21 21 11 19 22 19 14 18 17 21 12 ,10,12,101,0.500000,18.546966,0.438690,18.108276,0.000000,80093,0.005615
21 15 12 14 11 20 21 19 ,10,12,101,0.500000,3.648681,0.089080,3.559600,0.000000,80497,0.004699
17 18 18 15 17 13 18 17 13 12 14 18 20 13 21 15 19 13 21 11 20 19 12 17 18 16 17 17 13 16 15 18 17 12 21 20 22 15 15 11 17 12 11 20 15 21 13 17 19 16 13 22 15 20 13 16 14 15 22 17 12 15 18 12 18 15 22 19 22 22 15 14 19 15 15 20 19 22 19 17 17 19 16 15 22 19 11 18 12 11 19 14 13 14 14 12 15 19 18 17 20 11 18 14 13 22 13 16 14 17 12 17 20 11 11 22 12 18 20 19 11 22 17 12 22 11 20 15 15 12 11 11 15 11 15 11 11 17 13 20 21 14 16 18 22 15 13 13 12 21 15 19 14 14 15 13 20 19 15 14 18 16 14 11 20 15 20 19 12 22 12 14 18 19 12 17 22 19 20 18 21 14 11 19 12 17 20 ,10,12,101,0.500000,94.461853,2.186981,92.274902,0.000000,89991,0.003875
19 13 12 14 22 12 19 19 13 13 ,10,12,101,0.500000,4.617431,0.110198,4.507202,0.000000,90496,0.007049
