nodeID,channel,ASN
2,11,10201
2,18,10403
2,19,10504
2,17,11009
2,16,11312
2,12,11514
2,26,11716
2,15,13029
2,21,13231
2,11,13433
2,18,13635
2,14,13838
2,13,14443
2,15,14645
2,13,54843
2,12,55146
2,21,55247
2,20,55550
2,23,55954
2,22,56055
2,24,56156
2,17,56257
2,21,56863
2,25,77366
2,13,77467
2,16,77568
2,12,77770
2,21,77871
2,26,77972
2,18,78275
2,14,78477
2,24,78780
2,13,79083
2,12,79386
2,18,79891
2,19,79992
2,23,80194
2,24,80396
2,17,80497
2,16,80800
2,12,81002
2,23,81810
2,13,82315
2,26,82820
2,22,83527
2,25,83830
2,12,84234
2,18,84739
2,19,84840
2,22,85143
2,25,85446
2,13,85547
2,26,86052
2,23,86658
2,22,86759
2,17,86961
2,16,87264
2,12,87466
2,21,87567
2,19,88072
2,14,88173
2,23,88274
2,22,88375
2,24,88476
2,25,88678
2,12,89082
2,11,89385
2,20,89486
2,23,89890
2,24,90092
2,13,90395
2,16,90496
2,21,90799
2,11,91001
2,24,91708
2,25,91910
2,17,93425
2,25,93526
2,16,93728
2,21,94031
2,18,94435
2,16,95344
2,15,95445
2,12,95546
2,11,95849
2,23,96354
2,24,96556
2,17,96657
2,22,98071
2,24,98172
2,25,98374
2,12,98778
2,11,99081
2,24,99788
2,12,100394
2,21,100495
2,14,101101
2,24,101404
2,17,101505
2,25,101606
2,18,102515
2,17,103121
2,25,103222
2,16,103424
2,19,105848
2,24,106252
2,15,106757
2,12,106858
2,11,107161
2,18,107363
2,19,107464
2,14,107565
2,16,108272
2,20,108878
2,19,109080
2,14,109181
2,25,109686
2,13,109787
2,12,110090
2,21,110191
2,11,110393
2,19,110696
2,22,110999
2,24,111100
2,22,112615
2,23,114130
2,25,114534
2,16,114736
2,14,115645
2,23,115746
2,22,115847
2,24,115948
2,20,116958
2,23,117362
2,17,117665
2,18,118675
2,14,118877
2,22,119079
2,13,119483
2,15,119685
2,22,120695
2,11,121705
2,20,121806
2,24,122412
2,13,122715
2,26,123220
2,11,123321
2,14,123725
2,23,123826
2,22,123927
2,17,124129
2,26,124836
2,17,125745
2,25,125846
2,21,126351
2,14,126957
2,15,127765
2,26,128068
2,25,129078
2,13,129179
2,12,129482
2,21,129583
2,16,130896
2,12,131098
2,23,131906
2,16,132512
2,18,133219
2,14,133421
2,23,133522
2,12,134330
2,24,135340
2,17,135441
2,15,135845
2,21,136047
2,11,136249
2,18,136451
2,14,136653
2,25,137158
2,20,137966
2,14,138269
2,23,138370
2,17,138673
2,15,139077
2,14,139885
2,16,140592
2,21,140895
2,26,140996
2,11,141097
2,20,141198
2,19,141400
2,13,142107
2,15,142309
2,11,142713
2,23,143218
2,24,143420
2,16,143824
2,15,143925
2,12,144026
2,11,144329
2,20,144430
2,18,144531
2,22,144935
2,11,145945
2,18,146147
2,19,146248
2,23,146450
2,21,148975
2,26,149076
2,19,149480
2,25,150086
2,24,151500
2,15,152005
2,21,152207
2,24,153116
2,16,153520
2,15,153621
2,20,154126
2,19,154328
2,23,154530
2,24,154732
2,21,155439
2,26,155540
2,18,155843
2,25,156550
2,16,156752
2,11,157257
2,18,157459
2,24,157964
2,14,159277
2,23,159378
2,15,160085
2,21,160287
2,11,160489
2,20,160590
2,18,160691
2,19,160792
2,20,162206
2,18,162307
2,12,163418
2,18,163923
2,19,164024
2,24,164428
2,21,165135
2,17,166145
2,16,166448
2,20,167054
2,15,168165
2,26,168468
2,22,169175
2,16,169680
2,21,169983
2,19,170488
2,22,170791
2,23,172306
2,22,172407
2,25,174326
2,16,174528
2,21,174831
2,19,175336
2,17,175841
2,13,176043
2,26,176548
2,19,176952
2,24,177356
2,21,178063
2,18,178467
2,22,178871
2,17,179073
2,16,179376
2,12,179578
2,11,179881
2,14,180285
2,19,181800
2,22,182103
2,24,182204
2,26,183012
2,20,183214
2,18,183315
2,14,183517
2,22,183719
2,25,184022
2,13,184123
2,23,185234
2,16,185840
2,21,186143
2,26,186244
2,24,187052
2,17,187153
2,25,187254
2,18,188163
2,14,188365
2,22,188567
2,13,188971
2,12,189274
2,21,189375
2,25,190486
2,13,190587
2,12,190890
2,19,191496
2,23,191698
2,24,191900
2,17,192001
2,11,192809
2,18,193011
2,14,193213
2,24,193516
2,25,193718
2,15,194021
2,12,194122
2,14,194829
2,15,195637
2,21,195839
2,11,196041
2,19,196344
2,13,197051
2,26,197556
2,11,197657
2,12,198970
2,20,199374
2,22,199879
2,15,200485
2,14,201293
2,13,201899
2,20,202606
2,18,202707
2,14,204525
2,21,205535
2,26,205636
2,11,205737
2,14,206141
2,23,206242
2,22,206343
2,12,207050
2,20,207454
2,17,208161
2,25,208262
2,12,208666
2,11,208969
2,20,209070
2,23,209474
2,25,209878
2,16,210080
2,20,210686
2,18,210787
2,23,211090
2,11,212201
2,19,212504
2,14,212605
2,26,213716
2,18,214019
2,19,214120
2,13,214827
2,15,215029
2,21,215231
2,26,215332
2,18,215635
2,19,215736
2,12,216746
2,18,217251
2,18,218867
2,12,219978
2,26,220180
2,11,220281
2,18,220483
2,25,221190
2,13,221291
2,17,222705
2,13,222907
2,16,223008
2,20,223614
2,18,223715
2,14,223917
2,22,224119
2,24,224220
2,25,224422
2,13,224523
2,16,224624
2,26,225028
2,25,226038
2,16,226240
2,12,226442
2,21,226543
2,20,226846
2,17,227553
2,21,228159
2,26,228260
2,18,228563
2,14,228765
2,16,229472
2,21,229775
2,23,230482
2,13,230987
2,15,231189
2,25,232502
2,16,232704
2,15,232805
2,26,233108
2,20,233310
2,13,234219
2,26,234724
2,14,235229
2,25,235734
2,26,236340
2,20,236542
2,18,236643
2,19,236744
2,23,236946
2,24,237148
2,17,237249
2,15,237653
2,11,238057
2,22,238663
2,21,239471
2,26,239572
2,20,239774
2,22,240279
2,24,240380
2,12,240986
2,21,241087
2,19,241592
2,17,242097
2,12,242602
2,21,242703
2,26,242804
2,11,242905
2,12,244218
2,11,244521
2,19,244824
2,24,245228
2,14,246541
2,24,246844
2,25,247046
2,14,248157
2,23,248258
2,24,248461
2,13,248763
2,11,249369
2,20,249470
2,18,249571
2,24,250077
2,16,250480
2,12,250682
2,12,252298
2,21,252399
2,20,252702
2,17,253409
2,16,253712
2,15,253813
2,26,254116
2,14,254621
2,23,254722
2,24,254924
2,21,255632
2,20,255935
2,23,256338
2,24,256540
2,17,256641
2,13,256843
2,26,257348
2,19,257752
2,24,258157
2,18,259267
2,19,259368
2,23,259570
2,12,260378
2,18,260883
2,14,261085
2,23,261186
2,17,261490
2,12,261994
