scannedChannels,nodeID,channels,slots,scanPeriod,syncTime,cpuActiveTime,LPMTIme,DLPMTime,ASN,timeElapsedSinceReceptionSlotStartTime
17 11 19 14 13 14 18 20 22 20 16 19 22 17 17 14 15 ,11,12,101,0.500000,8.622863,0.201507,8.421356,0.000000,67670,0.006652
18 22 13 20 17 13 12 14 ,11,12,101,0.500000,4.031524,0.084197,3.947326,0.000000,68074,0.005767
15 17 15 19 13 13 13 19 12 18 15 17 17 16 13 13 18 15 18 18 18 17 14 22 19 22 15 16 22 21 16 17 21 22 18 18 15 15 16 14 14 17 15 14 17 14 ,11,12,101,0.500000,23.343933,0.518768,22.825195,0.000000,70498,0.008087
20 11 15 11 12 22 19 17 15 19 12 22 21 19 19 13 19 15 14 19 19 12 21 16 22 14 19 21 14 12 19 11 17 ,11,12,101,0.500000,16.351806,0.413421,15.938415,0.000000,72215,0.010131
18 21 13 13 22 15 15 21 14 12 17 21 16 19 22 15 12 14 11 16 12 11 22 18 13 ,11,12,101,0.500000,12.195495,0.299041,11.896453,0.000000,73528,0.005187
17 19 16 15 21 15 14 22 21 22 14 ,11,12,101,0.500000,5.328399,0.121887,5.206512,0.000000,74134,0.007690
11 11 17 22 ,11,12,101,0.500000,1.875793,0.041534,1.834259,0.000000,74336,0.003875
19 11 22 20 17 12 20 13 13 17 12 11 14 15 14 17 21 12 17 21 14 17 11 11 20 22 14 18 21 22 14 19 18 22 20 17 15 15 11 15 15 20 18 14 14 18 19 17 12 15 19 19 13 16 11 19 11 13 15 22 15 18 ,11,12,101,0.500000,31.109649,0.735260,30.374420,0.000000,77467,0.006072
12 21 19 11 22 21 22 18 21 15 18 22 15 11 17 18 16 12 19 12 21 17 19 13 17 14 20 22 11 18 14 18 18 17 18 16 20 11 16 22 17 15 20 17 11 13 21 13 20 17 22 19 18 17 18 16 17 14 13 19 22 11 18 19 17 20 11 11 22 16 12 16 ,11,12,101,0.500000,36.524108,0.840423,35.683685,0.000000,81204,0.003906
13 15 12 21 20 21 15 12 15 19 ,11,12,101,0.500000,4.633056,0.120086,4.513000,0.000000,81709,0.008178
22 15 12 19 19 14 14 14 22 21 22 22 15 11 19 21 15 19 16 13 21 22 19 18 13 15 11 18 19 11 17 15 20 17 18 19 17 18 11 14 18 11 20 ,11,12,101,0.500000,21.390899,0.481628,20.909271,0.000000,83931,0.007141
15 21 13 21 22 17 19 20 14 14 15 22 12 17 11 18 15 21 18 16 11 18 22 18 20 18 12 16 19 17 13 18 20 15 17 18 12 21 15 12 22 19 13 15 14 ,11,12,101,0.500000,22.539367,0.556549,21.982788,0.000000,86254,0.003875
12 19 12 16 12 14 12 18 20 21 11 15 12 13 18 22 21 22 21 12 17 19 18 21 11 17 12 14 22 16 19 20 22 13 19 18 13 13 18 13 22 13 11 18 14 19 21 14 11 12 21 15 19 20 19 19 13 21 15 16 13 19 12 17 14 17 15 17 13 16 14 12 21 19 21 19 ,11,12,101,0.500000,38.476837,0.894592,37.582275,0.000000,90193,0.004760
19 13 21 19 11 18 15 15 15 ,11,12,101,0.500000,4.148681,0.115112,4.033599,0.000000,90698,0.009490
15 21 15 19 19 11 12 21 15 19 15 13 17 18 17 18 17 ,11,12,101,0.500000,8.140899,0.187683,7.953216,0.000000,91607,0.005493
22 15 22 18 16 15 19 18 19 11 13 17 17 17 13 22 22 19 15 17 17 19 20 22 15 11 20 15 16 22 15 22 15 20 17 18 19 20 11 17 19 18 17 19 12 14 18 13 17 20 17 19 20 13 16 16 22 21 15 11 20 17 13 11 19 16 19 ,11,12,101,0.500000,33.656555,0.799407,32.857147,0.000000,95041,0.009490
11 19 20 19 11 20 22 14 20 17 20 14 12 15 18 14 11 17 13 15 15 14 20 18 17 18 21 17 19 13 ,11,12,101,0.500000,14.836212,0.313537,14.522674,0.000000,96556,0.007965
17 22 12 18 21 13 15 17 20 14 12 21 22 19 16 16 18 12 13 19 20 13 19 12 19 17 19 18 17 21 13 13 22 18 14 15 14 22 20 17 12 20 22 14 12 14 11 13 16 17 18 17 11 14 12 14 17 11 18 11 15 14 22 18 13 21 22 19 14 15 22 19 20 22 19 19 15 14 14 20 22 17 22 21 13 12 16 12 21 13 18 22 21 22 15 17 19 15 18 22 18 15 11 18 13 19 15 20 22 13 18 11 14 13 16 12 13 16 16 19 16 22 18 22 14 17 19 18 21 19 19 13 17 21 11 22 22 11 18 18 22 17 12 13 16 15 12 17 18 ,11,12,101,0.500000,75.445648,1.744201,73.701416,0.000000,104131,0.008544
18 20 21 14 11 17 12 17 18 19 ,11,12,101,0.500000,5.063262,0.133941,4.929321,0.000000,104737,0.003875
18 14 17 ,11,12,101,0.500000,1.047119,0.040100,1.007019,0.000000,104939,0.006713
19 19 13 22 22 16 16 15 13 11 14 22 15 11 15 19 13 21 22 20 20 17 19 18 18 13 13 13 11 14 15 16 12 17 11 12 22 11 18 21 18 15 22 14 18 15 21 13 19 20 15 11 11 15 13 15 19 14 18 14 22 19 22 19 22 22 15 20 22 13 19 15 13 17 21 21 13 14 19 19 22 19 13 22 14 ,11,12,101,0.500000,42.750274,1.000366,41.749938,0.000000,109282,0.006713
20 ,11,12,101,0.500000,0.179931,0.016448,0.163513,0.000000,109383,0.004547
12 13 20 19 17 11 19 12 19 12 22 19 15 18 11 13 15 17 13 22 13 14 ,11,12,101,0.500000,11.039337,0.269348,10.769989,0.000000,110494,0.004028
20 17 21 19 20 17 12 22 12 22 13 15 22 19 18 19 11 11 18 13 21 14 22 14 19 22 19 17 11 20 15 13 11 21 18 15 15 18 12 13 14 15 19 14 17 17 12 16 13 18 15 13 15 15 13 12 19 18 12 16 20 11 ,11,12,101,0.500000,31.203399,0.713348,30.490081,0.000000,113625,0.006713
17 22 20 19 17 15 22 17 11 17 20 13 13 18 22 11 14 17 22 18 17 19 14 17 13 14 18 ,11,12,101,0.500000,13.398712,0.307586,13.091125,0.000000,115039,0.007446
20 19 13 22 18 16 19 19 21 15 13 13 22 17 14 19 14 16 20 22 19 13 18 ,11,12,101,0.500000,11.429962,0.269439,11.160552,0.000000,116251,0.004730
