channels,slots,scanPeriod,pEB,pSR,avgSyncTime,avgSyncTimeCILow,avgSyncTimeCIHigh,avgEnergyConsumption,avgEnergyConsumptionCILow,avgEnergyConsumptionCIHigh,CDF(1),CDF(2),CDF(3),CDF(4),CDF(5),CDF(6),CDF(7),CDF(8),CDF(9),CDF(10),CDF(11),CDF(12),CDF(13),CDF(14),CDF(15),CDF(16),CDF(17),CDF(18),CDF(19),CDF(20),CDF(21),CDF(22),CDF(23),CDF(24),CDF(25),CDF(26),CDF(27),CDF(28),CDF(29),CDF(30),CDF(31),CDF(32),CDF(33),CDF(34),CDF(35),CDF(36),CDF(37),CDF(38),CDF(39),CDF(40),CDF(41),CDF(42),CDF(43),CDF(44),CDF(45),CDF(46),CDF(47),CDF(48),CDF(49),CDF(50),CDF(51),CDF(52),CDF(53),CDF(54),CDF(55),CDF(56),CDF(57),CDF(58),CDF(59),CDF(60),CDF(61),CDF(62),CDF(63),CDF(64),CDF(65),CDF(66),CDF(67),CDF(68),CDF(69),CDF(70),CDF(71),CDF(72),CDF(73),CDF(74),CDF(75),CDF(76),CDF(77),CDF(78),CDF(79),CDF(80),CDF(81),CDF(82),CDF(83),CDF(84),CDF(85),CDF(86),CDF(87),CDF(88),CDF(89),CDF(90),CDF(91),CDF(92),CDF(93)
8.0,101.0,1.587596,0.6604225205536476,"{16: 0.932806324110672, 12: 0.9328947368421052, 15: 0.9377431906614786, 11: 0.9571938168846611, 14: 0.9662077596996246, 13: 0.9503184713375796, 17: 0.945054945054945, 18: 0.9339045287637698}",11.874704438166669,11.578773920166665,12.177037787333335,0.8992271145153035,0.8773749513511795,0.9221316640021684,0.0755,0.15183333333333332,0.2245,0.2881666666666667,0.3481666666666667,0.40016666666666667,0.449,0.49316666666666664,0.5301666666666667,0.5698333333333333,0.606,0.638,0.669,0.6931666666666667,0.723,0.7478333333333333,0.7656666666666667,0.7848333333333334,0.8015,0.8208333333333333,0.834,0.8475,0.8586666666666667,0.8711666666666666,0.8836666666666667,0.8933333333333333,0.9015,0.908,0.916,0.922,0.9268333333333333,0.9325,0.9383333333333334,0.9435,0.947,0.9528333333333333,0.957,0.9596666666666667,0.9615,0.9648333333333333,0.968,0.9703333333333334,0.9733333333333334,0.976,0.9781666666666666,0.9791666666666666,0.9808333333333333,0.9821666666666666,0.9841666666666666,0.9853333333333333,0.9863333333333333,0.988,0.9893333333333333,0.9898333333333333,0.9908333333333333,0.9926666666666667,0.9936666666666667,0.9943333333333333,0.9948333333333333,0.9951666666666666,0.9956666666666667,0.9961666666666666,0.9963333333333333,0.9963333333333333,0.9965,0.997,0.9973333333333333,0.9975,0.9978333333333333,0.9978333333333333,0.998,0.9983333333333333,0.9986666666666667,0.9988333333333334,0.9988333333333334,0.9988333333333334,0.9988333333333334,0.9988333333333334,0.999,0.999,0.9991666666666666,0.9993333333333333,0.9993333333333333,0.9993333333333333,0.9996666666666667,0.9996666666666667,0.9996666666666667,0.9998333333333334,0.9998333333333334,0.9998333333333334,0.9998333333333334,0.9998333333333334,1.0
