nodeID,channel,ASN
2,20,9999
2,11,10605
2,16,10908
2,12,11009
2,14,11110
2,21,11514
2,13,14140
2,15,14342
2,18,14443
2,21,15150
2,13,15352
2,20,16059
2,19,16261
2,21,16362
2,15,16766
2,16,16968
2,12,17069
2,22,17372
2,21,17574
2,11,17877
2,18,18079
2,21,18786
2,11,19089
2,21,19998
2,16,20604
2,20,20907
2,22,22221
2,19,22321
2,21,24846
2,11,25149
2,15,25250
2,14,25654
2,17,26159
2,13,26260
2,11,26361
2,16,26664
2,11,27573
2,18,27775
2,16,27876
2,12,27977
2,17,28583
2,13,28684
2,20,29391
2,17,29795
2,15,30098
2,22,30704
2,19,30805
2,15,31310
2,16,31512
2,14,31714
2,20,31815
2,17,32219
2,13,32320
2,12,32825
2,14,32926
2,22,33128
2,21,33330
2,17,33431
2,15,33734
2,12,34037
2,21,34543
2,13,34744
2,18,35047
2,16,35148
2,12,35249
2,22,35552
2,19,35653
2,11,36057
2,15,36158
2,19,36865
2,21,36966
2,11,37269
2,16,37572
2,14,37774
2,20,37875
2,17,38279
2,11,38481
2,11,39693
2,15,39794
2,18,39895
2,11,40905
2,16,41208
2,14,41410
2,21,41814
2,20,42723
2,14,43834
2,20,43935
2,19,44137
2,11,44541
2,15,45854
2,21,46662
2,18,47167
2,12,47369
2,22,47672
2,13,48076
2,15,48278
2,14,48682
2,19,48985
2,11,49389
2,13,50500
2,15,50702
2,12,51005
2,21,51510
2,17,51611
2,12,52217
2,17,52823
2,13,52924
2,12,53429
2,21,53934
2,13,54136
2,18,54439
2,12,54641
2,20,54843
2,13,55348
2,16,55752
2,20,56055
2,15,56762
2,14,57166
2,11,57873
2,16,58176
2,12,58277
2,13,60196
2,20,60903
2,19,61105
2,20,62115
2,22,62216
2,21,62418
2,13,62620
2,16,64236
2,14,64438
2,19,64741
2,21,64842
2,17,64943
2,15,65246
2,16,65448
2,17,66155
2,11,66357
2,15,66458
2,22,67064
2,11,67569
2,18,67771
2,16,67872
2,14,68074
2,20,68175
2,19,68377
2,21,68478
2,16,69084
2,12,69185
2,17,69791
2,14,70498
2,11,71205
2,14,71710
2,21,72114
2,18,72619
2,19,73225
2,21,73326
2,13,73528
2,11,73629
2,15,73730
2,14,74134
2,20,74235
2,19,74437
2,18,75043
2,14,75346
2,13,75952
2,18,76255
2,12,76457
2,14,76558
2,20,76659
2,22,76760
2,20,77871
2,13,78376
2,14,78982
2,12,80093
2,22,80396
2,21,80598
2,18,81103
2,22,81608
2,19,81709
2,21,81810
2,11,82113
2,16,82416
2,21,83022
2,13,83224
2,15,83426
2,14,83830
2,19,84133
2,11,84537
2,15,84638
2,18,84739
2,16,84840
2,12,84941
2,14,85042
2,22,85244
2,13,85648
2,18,85951
2,16,86052
2,20,86356
2,19,86557
2,15,87062
2,18,87163
2,14,87466
2,19,87769
2,16,88476
2,12,88577
2,14,88678
2,14,89890
2,20,89991
2,11,90597
2,19,91405
2,21,91506
2,17,91607
2,22,92517
2,21,92718
2,13,92920
2,21,93930
2,17,94031
2,11,94233
2,16,94536
2,12,94637
2,11,95445
2,12,95849
2,14,95950
2,11,96657
2,15,96758
2,18,96859
2,11,97869
2,14,98374
2,20,98475
2,19,98677
2,16,99384
2,17,100091
2,12,100697
2,22,101000
2,11,101505
2,16,101808
2,19,102313
2,21,102414
2,17,102515
2,13,102616
2,14,103222
2,15,104030
2,18,104131
2,19,104737
2,17,104939
2,15,105242
2,18,105343
2,12,105545
2,22,105848
2,13,106252
2,20,106959
2,15,107666
2,18,107767
2,18,108979
2,12,109181
2,22,109484
2,19,109585
2,18,110191
2,20,110595
2,22,110696
2,19,110797
2,21,110898
2,22,111908
2,21,112110
2,13,112312
2,15,112514
2,18,112615
2,21,113322
2,11,113625
2,15,113726
2,16,113928
2,12,114029
2,20,114231
2,13,114736
2,11,114837
2,17,115847
2,14,116554
2,20,116655
2,17,117059
2,15,117362
2,12,117665
2,14,117766
2,17,118271
2,13,118372
2,11,118473
2,18,118675
2,19,119281
2,15,119786
2,17,120695
2,15,120998
2,14,121402
2,11,122109
2,15,122210
2,19,122917
2,17,123119
2,13,123220
2,18,123523
2,17,124331
2,13,124432
2,18,124735
2,16,124836
2,12,124937
2,14,126250
2,22,126452
2,17,126755
2,16,127260
2,19,127765
2,15,128270
2,12,128573
2,20,128775
2,17,129179
2,11,130593
2,18,130795
2,14,131098
2,22,131300
2,21,131502
2,15,131906
2,19,132613
2,18,133219
2,16,133320
2,20,133623
2,13,134128
2,22,134936
2,11,135441
2,16,135744
2,12,135845
2,14,135946
2,20,136047
