nodeID,channel,ASN
2,13,3333
2,13,3737
2,12,3939
2,11,4040
2,13,4141
2,14,4242
2,13,4545
2,11,5656
2,12,5959
2,13,6161
2,12,6363
2,13,6969
2,11,8081
2,11,9292
2,13,9393
2,13,9797
2,12,9999
2,11,10504
2,14,10706
2,14,11110
2,13,11413
2,14,11514
2,11,12524
2,14,12726
2,12,13231
2,13,13433
2,11,13736
2,14,13938
2,13,14645
2,14,14746
2,11,14948
2,12,16059
2,13,16261
2,14,16362
2,12,16463
2,11,16564
2,11,16968
2,11,17372
2,13,17473
2,13,18685
2,12,19291
2,13,19493
2,12,19695
2,12,20099
2,12,21715
2,12,22119
2,11,22220
2,14,22826
2,12,23331
2,14,23634
2,12,24543
2,11,25452
2,13,25553
2,14,26058
2,11,26260
2,14,26866
2,11,27068
2,14,27270
2,12,27371
2,12,28179
2,12,28583
2,11,28684
2,12,28987
2,12,29795
2,14,30098
2,11,30300
2,14,30502
2,12,31815
2,13,32017
2,14,32118
2,13,32421
2,13,33229
2,11,34340
2,14,35350
2,14,35754
2,11,35956
2,13,36461
2,11,36764
2,14,37370
2,12,37471
2,11,37572
2,14,37774
2,13,38077
2,14,38178
2,14,38986
2,11,39188
2,11,39592
2,14,40198
2,13,40501
2,11,40804
2,14,41410
2,11,41612
2,11,42016
2,12,42723
2,13,42925
2,13,43329
2,11,43632
2,12,44743
2,11,44844
2,13,45349
2,11,45652
2,14,45854
2,13,47369
2,14,47471
2,11,48076
2,13,48177
2,14,48682
2,12,48783
2,13,48985
2,14,49086
2,12,49187
2,14,49490
2,11,50096
2,13,50601
2,12,50803
2,11,50904
2,14,51510
2,14,51914
2,13,52621
2,12,52823
2,12,53631
2,14,53934
2,12,54035
2,14,54742
2,13,55045
2,12,55651
2,13,55853
2,14,55954
2,13,56257
2,11,56560
2,14,57166
2,14,57570
2,13,58277
2,13,59893
2,12,60095
2,11,60196
2,14,60398
2,12,60499
2,13,61105
2,11,61408
2,11,62216
2,14,62418
2,13,62721
2,13,64337
2,13,64741
2,14,65246
2,11,65448
2,12,66155
2,11,66660
2,14,67670
