channels,slots,scanPeriod,pEB,pSR,avgSyncTime,avgSyncTimeCILow,avgSyncTimeCIHigh,avgEnergyConsumption,avgEnergyConsumptionCILow,avgEnergyConsumptionCIHigh,CDF(1),CDF(2),CDF(3),CDF(4),CDF(5),CDF(6),CDF(7),CDF(8),CDF(9),CDF(10),CDF(11),CDF(12),CDF(13),CDF(14),CDF(15),CDF(16),CDF(17),CDF(18),CDF(19),CDF(20),CDF(21),CDF(22),CDF(23),CDF(24),CDF(25),CDF(26),CDF(27),CDF(28),CDF(29),CDF(30),CDF(31),CDF(32),CDF(33),CDF(34),CDF(35),CDF(36),CDF(37),CDF(38),CDF(39),CDF(40),CDF(41),CDF(42),CDF(43),CDF(44),CDF(45),CDF(46),CDF(47),CDF(48),CDF(49),CDF(50),CDF(51)
4.0,101.0,1.587596,0.66470109800732,"{11: 0.9034399517199758, 13: 0.9029615626969124, 14: 0.9201409277745156, 12: 0.9043321299638989}",5.804260317166667,5.657991556333334,5.949504267166667,0.43981967612228795,0.428516983608685,0.4509269255299977,0.154,0.2975,0.4096666666666667,0.5055,0.5888333333333333,0.6556666666666666,0.7055,0.7505,0.791,0.8266666666666667,0.8551666666666666,0.877,0.8968333333333334,0.9143333333333333,0.928,0.9408333333333333,0.9491666666666667,0.9578333333333333,0.9635,0.9693333333333334,0.973,0.9768333333333333,0.9805,0.9836666666666667,0.9856666666666667,0.9878333333333333,0.9886666666666667,0.9898333333333333,0.9915,0.9931666666666666,0.9951666666666666,0.9953333333333333,0.9961666666666666,0.9963333333333333,0.9966666666666667,0.9973333333333333,0.9978333333333333,0.9985,0.9986666666666667,0.999,0.9991666666666666,0.9991666666666666,0.9991666666666666,0.9993333333333333,0.9995,0.9995,0.9996666666666667,0.9998333333333334,0.9998333333333334,0.9998333333333334,1.0
