scannedChannels,nodeID,channels,slots,scanPeriod,syncTime,cpuActiveTime,LPMTIme,DLPMTime,ASN,timeElapsedSinceReceptionSlotStartTime
11 11 12 14 12 12 ,9,4,101,0.500000,2.708801,0.061981,2.646820,0.000000,156651,0.005798
12 12 14 11 14 ,9,4,101,0.500000,2.054931,0.063934,1.991027,0.000000,156954,0.007080
12 12 ,9,4,101,0.500000,0.883087,0.020263,0.862823,0.000000,157055,0.004913
14 11 11 13 12 12 14 14 14 13 11 13 14 ,9,4,101,0.500000,6.453460,0.161407,6.292022,0.000000,157762,0.005249
13 12 ,9,4,101,0.500000,0.665130,0.019683,0.645446,0.000000,157863,0.003875
14 14 13 ,9,4,101,0.500000,1.117462,0.040344,1.077087,0.000000,158065,0.006500
14 ,9,4,101,0.500000,0.437774,0.018981,0.418792,0.000000,158166,0.004364
11 12 ,9,4,101,0.500000,0.758087,0.019866,0.738220,0.000000,158267,0.009979
13 11 11 14 11 11 11 11 12 14 14 14 11 13 12 ,9,4,101,0.500000,7.555023,0.184173,7.370849,0.000000,159075,0.008178
12 14 11 13 ,9,4,101,0.500000,1.976928,0.044921,1.932037,0.000000,159277,0.003875
11 12 11 11 11 14 11 14 11 12 12 11 14 12 14 13 ,9,4,101,0.500000,7.656494,0.183685,7.472778,0.000000,160085,0.009735
13 14 ,9,4,101,0.500000,0.593994,0.020721,0.573303,0.000000,160186,0.007598
14 11 12 12 14 14 11 12 11 13 11 13 12 12 11 13 13 13 14 12 14 13 ,9,4,101,0.500000,10.719085,0.250610,10.468475,0.000000,161297,0.007080
12 13 14 13 14 11 ,9,4,101,0.500000,2.726837,0.069274,2.657562,0.000000,161600,0.008361
11 11 12 13 14 14 11 ,9,4,101,0.500000,3.140930,0.087677,3.053222,0.000000,162004,0.007446
13 11 14 13 13 11 13 12 11 12 12 14 ,9,4,101,0.500000,5.773742,0.138946,5.634826,0.000000,162610,0.009918
13 12 ,9,4,101,0.500000,0.875244,0.023620,0.851654,0.000000,162711,0.007751
13 13 13 ,9,4,101,0.500000,1.063293,0.036529,1.026763,0.000000,162913,0.003875
14 ,9,4,101,0.500000,0.508087,0.019744,0.488342,0.000000,163014,0.009002
13 13 13 14 14 12 12 12 14 12 11 11 ,9,4,101,0.500000,5.852020,0.140747,5.711273,0.000000,163620,0.003875
13 12 12 13 12 12 ,9,4,101,0.500000,2.711212,0.066528,2.644714,0.000000,163923,0.004974
14 12 11 13 14 11 13 11 12 12 13 13 ,9,4,101,0.500000,5.617492,0.137542,5.479949,0.000000,164529,0.007507
13 13 13 12 12 11 12 12 11 13 13 13 14 14 14 12 11 14 14 11 14 14 11 11 13 14 12 12 13 12 13 ,9,4,101,0.500000,15.539459,0.369262,15.170166,0.000000,166145,0.003875
12 13 13 11 13 13 14 14 11 11 11 11 12 11 ,9,4,101,0.500000,6.945617,0.162597,6.783050,0.000000,166852,0.004180
12 13 14 14 ,9,4,101,0.500000,1.711212,0.041992,1.669219,0.000000,167054,0.007690
12 ,9,4,101,0.500000,0.265869,0.017242,0.248626,0.000000,167155,0.005462
13 14 12 14 11 14 13 13 14 13 13 ,9,4,101,0.500000,5.414337,0.136688,5.277679,0.000000,167761,0.008026
14 12 14 14 11 11 ,9,4,101,0.500000,2.812774,0.066528,2.746276,0.000000,168064,0.009307
13 11 14 14 11 14 14 11 13 14 14 12 14 14 14 12 13 13 14 13 11 13 13 12 12 13 14 14 ,9,4,101,0.500000,13.758178,0.323150,13.435028,0.000000,169478,0.010040
11 13 13 14 11 14 12 13 12 14 14 13 13 14 11 11 11 12 12 12 11 14 11 11 11 12 13 11 13 13 14 ,9,4,101,0.500000,15.375366,0.368591,15.006805,0.000000,171094,0.006347
12 13 12 12 12 12 13 12 12 12 ,9,4,101,0.500000,4.625946,0.112609,4.513336,0.000000,171599,0.003906
13 12 12 11 11 14 ,9,4,101,0.500000,2.711120,0.070129,2.641021,0.000000,171902,0.004516
13 12 11 ,9,4,101,0.500000,1.179962,0.037872,1.142089,0.000000,172104,0.007965
11 13 12 12 11 14 14 13 13 ,9,4,101,0.500000,4.469024,0.112518,4.356506,0.000000,172609,0.004882
11 14 13 11 12 11 ,9,4,101,0.500000,2.812774,0.066223,2.746551,0.000000,172912,0.006164
14 11 12 13 13 12 11 ,9,4,101,0.500000,3.351776,0.086212,3.265563,0.000000,173316,0.005218
12 14 13 12 12 ,9,4,101,0.500000,2.117462,0.063323,2.054138,0.000000,173619,0.006500
11 ,9,4,101,0.500000,0.226837,0.016143,0.210693,0.000000,173720,0.004302
13 13 ,9,4,101,0.500000,0.945587,0.024139,0.921417,0.000000,173821,0.009948
13 13 13 12 14 12 12 12 13 14 13 11 11 13 14 12 11 14 12 ,9,4,101,0.500000,9.164489,0.225769,8.938720,0.000000,174831,0.003875
12 11 ,9,4,101,0.500000,0.797149,0.019927,0.777221,0.000000,174932,0.009399
13 ,9,4,101,0.500000,0.004730,0.004760,0.000000,0.000000,175033,0.003875
11 14 14 14 11 11 12 12 11 14 ,9,4,101,0.500000,5.031524,0.129272,4.902282,0.000000,175538,0.004119
14 11 14 14 14 13 14 12 14 14 11 13 11 12 12 12 12 12 13 12 12 14 12 13 12 ,9,4,101,0.500000,12.351898,0.296020,12.055908,0.000000,176851,0.007019
12 13 11 13 12 11 11 14 11 13 14 14 13 11 11 13 13 12 13 13 13 14 13 11 11 ,9,4,101,0.500000,12.242553,0.295654,11.946899,0.000000,178164,0.009918
13 11 11 13 12 14 11 13 12 12 14 12 11 12 ,9,4,101,0.500000,6.868835,0.163421,6.705444,0.000000,178871,0.003875
11 11 11 13 ,9,4,101,0.500000,1.617462,0.041107,1.576354,0.000000,179073,0.005920
12 14 12 14 14 14 14 11 14 14 11 13 12 13 12 14 12 13 14 12 11 ,9,4,101,0.500000,10.390930,0.254425,10.136535,0.000000,180184,0.005340
14 11 13 13 12 14 11 12 11 13 ,9,4,101,0.500000,4.711151,0.112731,4.598419,0.000000,180689,0.010040
13 12 12 ,9,4,101,0.500000,1.344024,0.042144,1.301849,0.000000,180891,0.005676
13 11 11 11 14 12 14 13 13 12 11 11 14 14 13 14 14 12 11 14 12 13 11 13 13 14 13 14 11 14 ,9,4,101,0.500000,14.930053,0.351165,14.578887,0.000000,182406,0.004272
14 11 12 11 14 12 13 12 11 12 14 13 11 12 13 12 14 13 13 11 11 14 11 14 13 12 12 11 12 12 12 11 12 13 14 12 14 11 12 14 11 13 11 14 14 12 12 14 11 14 12 13 ,9,4,101,0.500000,26.328552,0.622344,25.706237,0.000000,185133,0.007873
13 12 14 12 ,9,4,101,0.500000,1.953826,0.043945,1.909881,0.000000,185335,0.003875
13 14 14 12 13 13 11 11 14 14 12 14 12 13 13 14 11 ,9,4,101,0.500000,8.164367,0.200927,7.963439,0.000000,186244,0.007202
14 13 14 ,9,4,101,0.500000,1.399688,0.044830,1.354858,0.000000,186446,0.003875
